id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
189,20-03-2015,191,M,The interplay between society and culture among sperm whales,en,The interplay between society and culture among sperm whales,"Culture and society influence one another, especially when we primarily associate with and
learn from like-minded individuals. Social patterns and cultural behavior are closely tied
among sperm whales as well. Their society is organized into sympatric clans, defined by
distinctive communicative acoustic repertoires learned from their peers. In this talk, I will
present the behavior with computer simulations to explore the causes and consequences of
the cultural clans of sperm whales off the Galápagos Islands. The many months we have
spent following this elusive species in their remote environment have revealed striking
similarities with our own society. Our findings provide evidence that processes generating the
complex human cultures may also be at play in animal societies, a crucial step to evaluate
the contrasts and convergences between these two kinds of culture.”",en,44,28,16,0,-,-,Dalhousie_Univ.,Canadá,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
190,26-03-2015,241,M,"Bases biomecânicas da alimentação e o papel trófico de cifomedusas (Cnidaria, Scyphozoa) na costa sudeste do Brasil",port,"Biomechanical basis of feeding and trophic role of cyphomedusae (Cnidaria, Scyphozoa) in the southeast coast of Brazil","Em medusas de Scyphozoa, a pulsação da umbrela proporciona o impulso
locomotor e também atua na captura de presas. Durante as pulsações são
produzidos vórtices que escoam fluidos para os braços orais, os quais retêm
presas planctônicas através de um mecanismo aderente e filtrador. O objetivo
desta apresentação é demonstrar as bases biomecânicas da alimentação e o
papel trófico de cifomedusas da costa sudeste do Brasil. Será demonstrado
como esse mecanismo filtrador se desenvolve ao longo do crescimento das
medusas, através de métodos videográficos de alta frequência de captura de
imagens. A morfologia e a mecânica alimentar determinam os hábitos
alimentares e os papéis tróficos de cifomedusas. Serão discutidas as
implicações da sobreposição dos nichos tróficos entre medusas e peixes,
quantificados através da análise de isótopos estáveis (13C e 15N) em um
sistema estuarino na costa sudeste do Brasil”.",port,22,10,12,0,Zoologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
191,27-03-2015,233,M,Es preciso manejar la recuperación de los ecosistemas después del fuego?,spa,Is it necessary to manage the recovery of ecosystems after fire?,"Post-fire restoration is meant to mitigate or reverse negative fire impacts. Impacts
are related to fire regime and its interactions with ecosystem fire-resilience. In the
case of severe fire regimes, main ecological impacts affect nutrient budget, soil
erosion risk and the reduction of biodiversity. Planning post-fire restoration requires
the identification of the specific degradation processes triggered by fire, including
their time and spatial dimensions, and vulnerable ecosystems. Restoration should
address identified vulnerable areas, and mitigate soil erosion and runoff risk in the
short-term, and the recovery of nutrient cycling and keystone plant species in the
longer term. We present the approach developed for assessing post-fire restoration
in the Mediterranean basin based in the prediction of soil erosion risk and vegetation
vulnerability.”",en,13,8,5,0,-,-,Univ._Barcelona,Espanha,professor,professor,Europa,NA,NA,NA,NA,NA,NA,413,79.82,
192,09-04-2015,55,M,A abstinência sexual promove movimentos estratégicos em machos do besouro Leptinotarsa undecimlineata (Coleoptera: Chrysomelidae),port,Sexual abstinence promotes strategic movements in males of the beetle Leptinotarsa undecimlineata (Coleoptera: Chrysomelidae),"Em sistemas de acasalamento do tipo scramble competition, disputas entre machos são
raras ou ausentes e a expectativa teórica é que machos com alta mobilidade obtenham
mais cópulas. Leptinotarsa undecimlineata é uma espécie com sistema de acasalamento
do tipo scramble competition cujos indivíduos copulam somente sobre a planta hospedeira.
Nessa espécie, movimento e sucesso reprodutivo estão relacionados de forma peculiar: os
machos que mais se movem, são os que menos copulam. Uma hipótese que explicaria
esse padrão é que os machos se movem quando não obtêm cópulas, e ficam onde estão
após uma cópula. Se os machos se movem em busca de cópulas, esperamos que eles
prefiram ir para a planta mais próxima com maior número de fêmeas. Usamos modelos
mistos para investigar a movimentação dos machos em uma população natural no México.
Observamos que os machos se movem mais quando encontram poucas fêmeas na planta
em que estão e quando copulam pouco. Adicionalmente, usamos um modelo de
montagem de redes para testar para onde os machos se movem. Observamos que
machos têm maior probabilidade de ir para plantas próximas e com alto número de
fêmeas. Concluímos que machos se movem estrategicamente, saindo de plantas onde há
poucas oportunidades de cópula e indo para plantas adjacentes onde a disponibilidade de
fêmeas é maior. Essa estratégia deve minimizar os custos de busca por parceiras e
maximizar o sucesso de acasalamento dos machos.”",port,22,14,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
193,16-04-2015,48,M,A mais longa história que conhecemos: 750 milhões de anos de evolução de tecamebas,port,The longest history we know: 750 million years of the evolution of tecamebas,"Testate amoebae are abundant organisms inhabiting freshwater and terrestrial
systems. Because they have a shell (test), they have been used as convenient tools in a
number of areas: ecology, paleoecology, paleoenvironmental reconstruction, etc. Also, the
shell makes these organisms the only ones with fossiliferous potential, and indeed represent
the earliest unambiguous fossils of eukaryotes with over 750 million year
speciments. Recent years have seen an increase of available data for the analyses and
interpretation of evolutionary events in the history of testate amoebae. In this talk, I will
focus on how the several types of new evidence have influenced our understanding of the
testate amoebae in the Arcellinida clade. There are three distinct parts to this talk: 1) novel
molecular data and recent phylogenetic reconstructions, what are the currently recognized
groups within Arcellinida and what has been demystified; 2) fossil evidence, its
interpretation and its integration to the current phylogenetic framework; 3) diversification
in arcellinid testate amoebae, cryptic/pseudocryptic species and the consequences to
evolutionary interpretations. I will conclude trying to delineate the new avenues of research
that have been opened and which main issues remain unanswered. Slides for this talk will
be in English, but the talk will be in Portuguese unless requested otherwise.",en,17,10,7,0,Zoologia,IB,USP,Brasil,professor,professor,IB,2758,22,40,176,747,7,282,53.64,
194,30-04-2015,81,M,Understanding the function and evolution of worm nervous systems by two case studies: (1)regeneration in polyclad marine flatworms and (2) behavioral genetics of terrestrial roundworms,en,Understanding the function and evolution of worm nervous systems by two case studies: (1)regeneration in polyclad marine flatworms and (2) behavioral genetics of terrestrial roundworms,"In this talk, I will discuss concepts related to mechanisms of evolutionary
change, specifically: co-option, subfunctionalization, cryptic
genotypic/phenotypic variation, modularity, and developmental systems
drift. I will provide experimental evidence on the occurrence of, at least,
some of these in three experimental invertebrate models studied in my

laboratory. Co-option and subfunctionalization will be shown in the four-
eyed whirligig beetle that shows differences in opsin expression of dorsal

and ventral eyes; a novel and cryptic brain will be shown to develop after
decapitation of polyclad flatworms; and different neurotransmitters will
shown to modulate the same stand-and-wave behavior (i.e. nictation) in
different species of nematodes.”",en,19,9,10,0,Zoologia,IB,USP,Brasil,professor,professor,IB,704,13,17,97,289,12,282,53.64,
195,14-05-2015,110,M,An Overview of Lignin Metabolism and Its Effect on Biomass Recalcitrance,en,An Overview of Lignin Metabolism and Its Effect on Biomass Recalcitrance,"Lignin, after cellulose, is the second most abundant biopolymer on Earth, accounting for 30% of the organic carbon in the biosphere. It is considered an important evolutionary adaptation of plants during their transition from the aquatic environment to land, since it bestowed the early tracheophytes with physical support to stand upright and enabled long-distance transport of water and solutes by waterproofing the vascular tissue. Although essential for plant growth and development, lignin is the major plant cell wall component responsible for biomass recalcitrance to industrial processing. The fact that lignin is a non-linear aromatic polymer built with chemically diverse and poorly reactive linkages and a variety of monomer units precludes the ability of any single enzyme to properly recognize and degrade it. Consequently, the use of lignocellulosic feedstock as a renewable and sustainable resource for the production of biofuels and bio-based materials will depend on the identification and characterization of the factors that determine plant biomass recalcitrance, especially the highly complex phenolic polymer lignin. Here, I summarize the current knowledge regarding lignin metabolism in plants, its effect on biomass recalcitrance and the emergent strategies to modify biomass recalcitrance through metabolic engineering of the lignin pathway.",en,8,7,1,0,Botânica,IB,USP,Brasil,professor,professor,IB,1146,18,21,109,201,2,282,53.64,
196,21-05-2015,259,F,Evidência de plasticidade em aranhas minúsculas: construção de orbiteias por ninfas de Leucage argyra em espaços reduzidos,port,Evidence for plasticity in tiny spiders: orbital construction by Leucage argyra nymphs in confined spaces,"A hipótese de limitação em comportamento por tamanho prevê que animais pequenos,
por causa das implicações de manter um cérebro proporcionalmente grande e caro, terão
capacidades comportamentais limitadas. Testei esta hipótese comparando se as ninfas
de Leucauge argyra(Walckenaer 1842) foram capazes de realizar os mesmos ajustes
comportamentais extremos em suas teias orbitais para adaptá-las a espaços restritos,
reportados nas adultas da mesma espécie. Encontrei três tipos de evidência contra a
hipótese de limitação em comportamento por tamanho: (1) as ninfas foram capazes de
realizar todos os ajustes comportamentais realizados pelas adultas em suas teias orbitais
em espaços reduzidos; (2) as ninfas não mostraram menor precisão comportamental em
os ajustes aos espaços restritos do que as adultas e (3) as ninfas menores foram capazes
de fazer os mesmos ajustes comportamentais que as maiores. Os ajustes complexos
observados usando tamanhos extremos de aranhas que constroem teias orbitais, permitiu
fornecer a prova mais sensível da hipótese da limitação em comportamento por tamanho
até agora realizada.",port,16,8,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
197,28-05-2015,37,F,Coevolução em redes de interação antagonistas,port,Coevolution in antagonistic interaction networks,"Redes de interações entre espécies antagonistas, tais como entre predadores e presas,
apresentam uma grande diversidade de padrões estruturais com potenciais implicações para a
evolução e coevolução das espécies. Neste trabalho nós modelamos a evolução de um
fenótipo que determina o sucesso de ataque e defesa para explorar o papel das interações
multi-específicas sobre a coevolução das espécies. Os resultados indicam que a evolução
fenotípica é determinada pela intensidade da seleção imposta pelas espécies e que a
existência de assimetrias entre exploradores e vítimas na intensidade da seleção influencia a
dinâmica coevolutiva. Alto aninhamento das redes favoreceu flutuações, enquanto que alta
modularidade promoveu mudança direcional dos fenótipos. Espécies muito conectadas
apresentaram maior variação temporal dos seus diferenciais de seleção, o que resultou em um
menor acoplamento fenotípico com seus parceiros de interação e favoreceu a especialização,
o que aumentou a modularidade e reduziu o aninhamento das redes. Nossos resultados
sugerem que estruturas modulares tem um efeito estabilizador na dinâmica coevolutiva das
espécies em redes antagonistas e que o grau do acoplamento fenotípico entre as espécies deve
ser correlacionado com seus padrões de interação ”.",port,27,14,13,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
198,18-06-2015,206,M,Economia Ecológica,port,Ecological Economics,"Poucos são os temas da sociedade contemporânea hoje capazes de ensejar consenso.
Entretanto, apesar das enormes diferenças econômicas, políticas e culturais existentes na
sociedade, todos concordam num ponto: precisamos trabalhar pelo desenvolvimento sustentável’.
Há a percepção generalizada de que tem havido uma piora nas condições ambientais, corroborada
tanto pela variedade dos problemas quanto pela escala deles (a lista é extensa: aquecimento
global, destruição da camada de ozônio, desmatamento, extinção de espécies, diminuição dos
recursos hídricos, lixo, etc.). Embora seja difícil distinguir entre catastrofismo e preocupação
fundamentada nas notícias que vemos na mídia, a intuição de que há algo errado tem se difundido
e ganhado apoio. Por conseguinte, movimentos políticos de matizes ideológicas as mais diversas
têm professado seu compromisso com o desenvolvimento sustentável’. Mas o que isso quer dizer
mesmo?
Em que pese a aceitação política do ideário da sustentabilidade ambiental, as soluções
concretas para os problemas levantados pela agenda da sustentabilidade têm sido tímidas.
Décadas depois do Relatório Brundtland e da Rio-92, os países sequer têm consenso quanto às
metas a serem atingidas, e ainda menos quanto aos meios para cumpri-las. Por que isso? Trata-se
apenas de mais um caso clássico de cegueira e má vontade dos políticos?",port,8,4,4,0,-,IEE,USP,Brasil,professor,professor,Brasil,73,5,2,14,17,7,282,53.64,
199,26-06-2015,220,M,Resource-based modeling in evolutionary game theory,en,Resource-based modeling in evolutionary game theory,"The evolution of cooperation is one of the most intriguing conundrum in evolutionary
biology. Natural selection favours traits that increase individual’s ability to reproduce or
survive. One individual is said to be cooperative if it provides a benefit to another individual
or to a group at the expense of its own relative fitness. According to evolutionary theory
such cooperative behaviour is detrimental to the individual and should be counter-selected.
Instead, the selfish behaviour is expected to arise and invade in a group of cooperators.
However, cooperation is observed everywhere. Despite the great attention the issue has
received in the last decades our understanding about the underlying mechanisms that
explain the emergence and maintenance of cooperation is still poor. Here we combine the
frameworks of resource-based modeling and evolutionary game theory to study the
conditions under which cooperative strains can thrive. In the talk we will present our recent
studies for the evolution of cooperation within the context of multilevel selection, where
individuals (cells) are organised into groups. Selection occurs at both individual and group
levels. Selection in the group level stems from differentiated growth rates that vary
according to the groups composition. This approach can be related to the problem of the
emergence of multicellular form of life.",en,14,5,9,0,-,-,UFPE,Brasil,professor,professor,Brasil,1182,21,33,105,792,16,17,4.52,
200,13-08-2015,284,M,Por que as espécies de aves endêmicas da Mata Atlântica não são mais encontradas no interior de São Paulo,port,Why endemic Atlantic Forest bird species are no longer found in the interior of São Paulo,"O Estado de São Paulo possui uma peculiar distribuição de seus domínios fitogeográficos: o
Cerrado o corta de norte a sul, separando a Mata Atlântica em duas porções. Embora sua
descaracterização seja acentuada na porção leste, sua condição ao oeste do Cerrado é mais
preocupante, pois há poucas unidades de conservação e apenas um bloco florestal contínuo, o
Parque Estadual do Morro do Diabo. A avifauna do interior do Estado pôde ser razoavelmente
caracterizada até a década de 1980. Estes dados revelam a pretérita presença de diversas
espécies endêmicas da Mata Atlântica nas matas estacionais do noroeste paulista. Censos
recentes (entre 1990 e 2015) realizados nesta região foram incapazes de registrar tais espécies.
Similarmente, o banco de dados do Wiki Aves (um site que gera mapas de distribuição de
espécies de aves em território nacional a partir de localidades onde usuários fizeram registros
fotográficos ou sonoros) não indica a presença dessas espécies. No entanto, há centenas de
registros de aves florestais em toda a extensão da área referida. Estas observações tornam-se
mais intrigantes ao se analisar a atual distribuição das espécies de aves endêmicas da Mata
Atlântica do Paraná. Não apenas o bioma do nordeste deste Estado é considerado o mesmo do
noroeste de São Paulo (matas estacionais), como os históricos de ocupação humana e de
fragmentação são similares. No entanto, todas as espécies endêmicas da Mata Atlântica ainda
são encontradas no nordeste paranaense. Este projeto pretende determinar se a ausência atual
das espécies de aves endêmicas da Mata Atlântica simplesmente reflete os poucos inventários
recentes conduzidos no noroeste de São Paulo ou se ela resulta de extinção regional.”",port,27,18,9,0,-,MZ,USP,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,156,F,"Existe relação entre tamanho de grupo e taxa de forrageamento individual em
batuíras-de-bando, Charadrius semipalmatus (Aves: Charadriidae)?",port,"Is there a relationship between group size and individual foraging rate in
batuíras, Charadrius semipalmatus (Aves: Charadriidae)?",NA,NA,33,12,9,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,1,M,"O efeito da umidade do solo na seleção do substrato e na construção de
armadilhas por larvas de formigas-leão (Neuroptera: Myrmeleontidae)",port,"The effect of soil moisture on substrate selection and
by lion ant larvae (Neuroptera: Myrmeleontidae)",NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,52,F,"Demanda conflitante ou sinalização honesta? Relação entre tamanho do
armamento e resposta imune em machos de Labidura xanthopus (Insecta:
Dermaptera)",port,Trade-off or honest signaling? Relationship between size of armament and immune response in males of Labidura xanthopus (Insecta: Dermaptera),NA,NA,33,20,13,0,-,-,UNIFESP-Dia,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,58,F,A exposição ao sal e a idade das folhas influenciam a posição de folhas amarelas em ramos de Ipomea pes-caprae (Convolvulaceae)?”,port,Do salt exposure and leaf age influence the position of yellow leaves in branches of Ipomea pes-caprae (Convolvulaceae)?,NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,111,F,O efeito indireto dos pilhadores nas plantas: positivo ou negativo?,port,The indirect effect of plunderers on plants: positive or negative?,NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,162,M,Crescimento hipo-alométrico na espessura da concha em um molusco bivalve,port,Hypo-allometric growth in shell thickness in a bivalve mollusk,NA,NA,33,20,13,0,-,-,UNIFESP-Dia,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,167,F,"O tamanho das árvores e a proximidade a coespecíficos altera a probabilidade
de fecundação dos óvulos de uma planta polinizada por insetos?",port,"Does tree size and proximity to co-species alter the probability
of fertilization of the eggs of an insect-pollinated plant?",NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,215,F,Seleção sexual pós-copulatória em Clitoria fairchildiana (Fabaceae),port,Post-copulatory sexual selection in Clitoria fairchildiana (Fabaceae),NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,228,M,"Custo do tamanho do armamento na velocidade de fuga de machos da
tesourinha Labidura xanthopus (Insecta: Dermaptera)",port,"Cost of armament size on the escape velocity of males of the
Labidura xanthopus scissors (Insecta: Dermaptera)",NA,NA,33,20,13,0,NA,NA,NA,Brasil,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
201,27-08-2015,265,M,"Influencia de la profundidad del substrato en la decisión de construcción y
geometría de trampas de hormiga-león (Neuroptera: Myrmeleontidae)",spa,"Influence of substrate depth on the decision of construction and
geometry of ant-lion traps (Neuroptera: Myrmeleontidae)",NA,NA,33,20,13,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
202,03-09-2015,11,M,Termorregulação e desempenho fisiológico de Thoropa taophora (Cycloranphidae),port,Thermoregulation and physiological performance of Thoropa taophora (Cycloranphidae),"As funções biológicas dos animais ectotérmicos são fortemente influenciadas pela
temperatura ambiental. Nos ambientes com ampla variação térmica, a regulação da
temperatura corpórea e a modificação dos desempenhos fisiológicos são as principais
respostas exibidas pelos ectotérmicos para compensar os efeitos negativos da alta
temperatura. Em girinos, os efeitos da temperatura sobre o comportamento e a fisiologia
são ainda mais intensos devido à alta condutância térmica causada pela baixa relação
entre a superfície e o volume corpóreo. Nessa palestra, abordarei como o conhecimento
da fisiologia e do comportamento estão relacionados à ecologia térmica dos girinos. Para
isso, dividi a palestra em dois tópicos principais: 1) Contextualização teórica sobre os
efeitos da temperatura no comportamento e na fisiologia de animais ectotérmicos; 2) Um
estudo de caso sobre a variação do comportamento termorregulatório e do desempenho
locomotor de girinos Thoropa taophora entre populações que habitam locais com
diferentes temperaturas ambientais.”",port,21,13,8,0,-,-,UNIFESP-Dia,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
203,17-09-2015,190,M,A radiação evolutiva de carnívora após migrações entre continentes,port,The evolutionary radiation of carnivora after migrations between continents,"Os padrões de diversidade foram amplamente influenciados por migrações de espécies entre
continentes. Entretanto, o nosso conhecimento sobre as consequências macroevolutivas de
migrações é limitado. Estudamos oito famílias de mamíferos da ordem Carnivora que migraram
entre Eurásia e América do Norte durante o Cenozoico para compreender as consequências desses
intercâmbios faunísticos para a dinâmica macroevolutiva. Estimamos as taxas de especiação e
extinção das diferentes linhagens a partir de ocorrências fósseis usando uma abordagem Bayesiana
que leva em conta a imperfeição do registro. Essas análises mostram um padrão altamente
assimétrico caracterizado por radiações evolutivas nas linhagens que invadiram a Eurásia, ao passo
que linhagens que invadiram a América do Norte mantiveram uma dinâmica de diversificação mais
uniforme. A radiação das linhagens que invadiram a Eurásia coincide com o declínio de linhagens
de carnívoros já estabelecidas no continente e com episódios de mudanças climáticas. Essa
congruência temporal sugere que diferenças na disponibilidade de oportunidades ecológicas”
podem ter sido responsáveis pela disparidade na dinâmica de diversificação entre continentes.
Nossos resultados revelam efeitos de longo prazo de invasões biológicas e mostram a importância
de radiações evolutivas em moldar padrões de diversidade na escala de continentes.",port,16,7,9,0,Ecologia,IB,USP,Brasil,postdoc,postdoc,IB,NA,NA,NA,NA,NA,NA,NA,NA,
204,23-09-2015,108,M,Cuida bem porque é pãe ou é pãe porque cuida bem? Coevolução entre esforço paternal e características que enviesam a paternidade,port,Do you care well because you are a parent or are you a parent because you care well? Coevolution between parenting effort and characteristics that bias parenting,"Uma questão central em ecologia comportamental é como o custoso cuidado parental dos machos
pode ter evoluído e se mantido por seleção natural, apesar da promiscuidade das fêmeas e
consequente diminuição de paternidade adquirida na prole cuidada. Avanços teóricos baseados em
hipóteses amplamente aceitas sobre investimento parental, história de vida e seleção sexual predizem
que o esforço paternal deveria responder a variações no nível de promiscuidade das fêmeas, tanto
comportamentalmente quanto evolutivamente. Isso porque machos incapazes de ajustar seu esforço
parental em resposta à paternidade esperada deveriam ter sido penalizados ao longo do tempo
evolutivo, uma vez que desperdiçariam tempo e energia ao investir in indivíduos não relacionados
geneticamente. Resultados empíricos, entretanto, não apontam para um padrão generalizado de
ajustes comportamentais a pistas que denotem mudanças na promiscuidade das fêmeas. Além disso,
grande variação na paternidade tem sido observada entre espécies nas quais os machos cuidam da
prole. Levando em conta a grande variação natural dos custos do cuidado entre espécies, eu estou
propondo desenvolver uma nova teoria que reverta essa relação evolutiva, de modo que o esforço
paternal teria, na verdade, desempenhado um papel mais decisivo, modulando o nível de paternidade
adquirida pelos machos, em um processo mediado por seleção sexual. Neste sentido, vou inicialmente
formalizar matematicamente minha hipótese e gerar previsões claras que a diferenciem da visão
tradicional. Além disso, vou conduzir análises comparativas em diversos grupos taxonômicos para
testar a validade e generalidade das diferentes histórias evolutivas pressupostas por cada hipótese.
Assim, construirei um novo corpo teórico para investigar a co-evolução entre esforço paternal e
características que enviesam a paternidade que reverte conceitualmente a relação de causa e efeito de
variáveis que são amplamente utilizadas na área de ecologia comportamental.”",port,18,11,7,0,Ecologia,IB,USP,Brasil,postdoc,postdoc,IB,NA,NA,NA,NA,NA,NA,NA,NA,
205,01-10-2015,61,M,A evolução do mapa genotipo-fenotipo e suas consequências para a co-variação,port,The evolution of the genotype-phenotype map and its consequences for covariance,"Evolução só pode acontecer na presença de variação, e, especialmente para
sistemas complexos, o padrão de variação compartilhado entre os diversos
caracteres é fundamental para compreender o processo evolutivo. Associações
genéticas entre caracteres podem facilitar ou enviesar a resposta evolutiva, e sem
uma teoria robusta sobre a covariação não podemos entender a diversidade de
morfologias na natureza. Dentro desse contexto, podemos nos perguntar como os
padrões de associação genética evoluem, e como isso impacta o potencial evolutivo
das populações que respondem à seleção. Procuramos abordar essas perguntas
utilizando técnicas computacionais e experimentais, e mostramos que seleção
direcional tem um papel fundamental em moldar a estrutura genética e os padrões de
variação na natureza, agindo de forma frequentemente não intuitiva. Além disso,
mostramos que para entender de forma profunda o processo evolutivo é fundamental
considerarmos o aspecto multivariado de sistemas naturais.”",port,24,12,12,0,Genética,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
206,02-10-2015,118,M,Global amphibian declines and a fungal pathogen,en,Global amphibian declines and a fungal pathogen,"Global amphibian declines began in Australia with the mysterious disappearance of the
Southern Day Frog (Taudactylus diurnus) in 1979. Twenty years later the chytrid fungus
(Batrachochytrium dendrobatidis) was described and documented as a pathogenic fungus.
This pandemic pathogen has now been recorded throughout most regions of the world and
has been directly linked to devastating declines and extinctions in many amphibians.
Herein I examine the history of global amphibian declines and the role of this novel
pathogen in explaining these declines. The known knowns (what have we learned in the
last 15 years), the known unknowns (what we still don’t know), the unknown unknowns
(what we can do to prevent future wildlife disease epidemics). Current research is
focussing on the continuing and chronic impacts of chytrid as it is now endemic in many
populations, and solutions for controlling the disease in captivity and in the wild. Managers
can use this research to prevent the introduction of novel pathogens and mitigate wildlife
epidemics in the future.”",en,56,23,30,0,-,-,Griffith_Univ.,Australia,professor,professor,Australasia,10033,48,117,166,5678,18,85,21.6,
207,13-10-2015,140,M,O papel da ecologia na ecotoxicologia,port,The role of ecology in ecotoxicology,"Muitas pessoas, mesmo no mundo acadêmico, associam o estudo dos efeitos de substâncias tóxicas nos
organismos a estudos laboratoriais em organismos padronizados. A ecotoxicologia vai além disso: como
seu nome indica, tem o intuito de fornecer informações sobre os efeitos dos tóxicos nos ecossistemas e
comunidades. É por isso que a ecotoxicologia utiliza estudos com desenhos experimentais mais complexos,
utilizando mesocosmos ou estudos de campo para aproximar o máximo possível os resultados e
observações aos efeitos das substâncias tóxicas no meio natural. Nesta palestra, vou apresentar como a
ecotoxicologia, em especial a ecotoxicologia aquática, está baseada em conceitos da ecologia para explicar
e predizer os efeitos dessas substâncias nas comunidades e ecossistemas. Para isso, vou apresentar
exemplos de alguns trabalhos nos quais foram utilizadas diferentes abordagens experimentais para o
estudo dos efeitos das substâncias tóxicas nos ecossistemas. Primeiramente, vou apresentar um trabalho
que mostra como diferentes pesticidas alteram a estrutura de um ecossistema. Depois, outro trabalho que
explica como um pesticida pode alterar os parâmetros funcionais do ecossistema. Finalmente, vou expor
dois trabalhos que alertam sobre possíveis efeitos de poluentes emergentes na estrutura da comunidade
em um rio mediterrâneo. Esses trabalhos, e muitos outros, foram desenhados com o intuito de estudar os
efeitos de substâncias tóxicas em comunidades e ecossistemas e, assim, podem fornecer subsídios ao
gerenciamento e controle dos riscos advindos da presença dessas substâncias no meio aquático”.",port,5,4,1,0,Ecologia,IB,USP,Brasil,postdoc,postdoc,IB,NA,NA,NA,NA,NA,NA,NA,NA,
208,29-10-2015,192,M,Dinâmica de diversificação de placentária (Mammalia): Integrando o registro fóssil com filogenias moleculares,port,Dynamics of placental diversification (Mammalia): Integrating the fossil record with molecular phylogenies,"O efeito de caracteres intrínsecos na dinâmica de diversificação foram extensamente
investigados e diversos caracteres foram associados com aumentos na diversificação.
Contudo, os possíveis efeitos negativos de um caractere sobre a diversificação de uma
linhagem foram em grande parte ignorados. No presente trabalho integramos o registro
fóssil com dados moleculares para estudar a dinâmica de diversificação de Placentalia,
focando nas ordens em declínio de diversidade, e investigamos possíveis mecanismos
responsáveis por gerar os padrões de diversificação encontrados. Mais especificamente
nós: 1- determinamos quais das 21 ordens de Placentalia estão em declínio de diversidade
(i.e., declínio); 2- investigamos se o declínio apresenta um sinal filogenético; 3- testamos a
hipótese de que o tamanho do corpo está relacionado com o declínio; 4- testamos a
hipótese de que as ordens em declínio possuem menor disparidade morfológica; 5-
investigamos se as ordens em declínio, inferido a partir do registro fóssil, são as mesmas
com maior risco de extinção na atualidade.",port,9,6,3,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
250,05-11-2015,197,NA,Mesa Redonda,port,NA,NA,NA,82,43,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
